compatibility_code,section,reference,reference_prefix,reference_group,reference_family,reference_option,reference_variant,options,source_line
0006,SCANBODY                                       SCANALOG,33.330.734.01-2,33,330,734,01,2,3,3                                                 33.330.734.01-2                                             22.612.006.01-2                                 34.612.006.01-2
0006,SCANBODY                                       SCANALOG,22.612.006.01-2,22,612,006,01,2,3,3                                                 33.330.734.01-2                                             22.612.006.01-2                                 34.612.006.01-2
0006,SCANBODY                                       SCANALOG,34.612.006.01-2,34,612,006,01,2,3,3                                                 33.330.734.01-2                                             22.612.006.01-2                                 34.612.006.01-2
0006,SCANBODY                                       SCANALOG,33.430.734.01-2,33,430,734,01,2,25º|4,4                       25º                       33.430.734.01-2
0006,SCANBODY                                       SCANALOG,33.630.734.01-2,33,630,734,01,2,6,6                                                 33.630.734.01-2
0006,SCANBODY OP,49.414.000.01-2,49,414,000,01,2,A|6,49.414.000.01-2                                        6                         A
0006,SCANBODY OP,49.415.000.01-2,49,415,000,01,2,A|9,49.415.000.01-2                                        9                         A
0006,SCANBODY OP,49.416.000.01-2,49,416,000,01,2,A|13,49.416.000.01-2                                        13                         A
0006,SCANBODY OP,49.414.000.02-2,49,414,000,02,2,B|6,49.414.000.02-2                                         6                         B
0006,SCANBODY OP,49.415.000.02-2,49,415,000,02,2,B|9,49.415.000.02-2                                         9                         B
0006,SCANBODY OP,49.416.000.02-2,49,416,000,02,2,B|13,49.416.000.02-2                                        13                         B
0006,SCANBODY OP,54.315.006.21-2,54,315,006,21,2,,54.315.006.21-2                                                                                                                                     43.625.105.01-2
0006,SCANBODY OP,43.625.105.01-2,43,625,105,01,2,,54.315.006.21-2                                                                                                                                     43.625.105.01-2
0006,SCANBODY OP,49.414.000.03-2,49,414,000,03,2,C|6,49.414.000.03-2                                         6                         C
0006,SCANBODY OP,49.415.000.03-2,49,415,000,03,2,C|9,49.415.000.03-2                                         9                         C
0006,SCANBODY OP,49.416.000.03-2,49,416,000,03,2,C|13,49.416.000.03-2                                        13                         C
0006,SCANBODY OP,49.416.000.04-2,49,416,000,04,2,D|13,49.416.000.04-2                                        13                         D
0006,SCANBODY OP,49.416.000.05-2,49,416,000,05,2,E|13,49.416.000.05-2                                        13                          E
0006,DYNAMIC,43.618.201.01-2,43,618,201,01,2,18,18                    43.618.201.01-2
0006,DYNAMIC,41.316.072.01-2,41,316,072,01,2,24,41.316.072.01-2                               41.316.115.01-2                                     24                     43.624.201.01-2
0006,DYNAMIC,41.316.115.01-2,41,316,115,01,2,24,41.316.072.01-2                               41.316.115.01-2                                     24                     43.624.201.01-2
0006,DYNAMIC,43.624.201.01-2,43,624,201,01,2,24,41.316.072.01-2                               41.316.115.01-2                                     24                     43.624.201.01-2
0006,DYNAMIC,43.632.201.01-2,43,632,201,01,2,32,32                     43.632.201.01-2
0006,STRAIGHT,40.316.005.01-2,40,316,005,01,2,1.27,40.316.005.01-2                           Hex. 1.27                        43.625.105.01-2
0006,STRAIGHT,43.625.105.01-2,43,625,105,01,2,1.27,40.316.005.01-2                           Hex. 1.27                        43.625.105.01-2
0006,STRAIGHT MULTI-UNIT,42.302.006.01-2,42,302,006,01,2,1,1                   42.302.006.01-2
0006,STRAIGHT MULTI-UNIT,42.302.006.02-2,42,302,006,02,2,2,2                    42.302.006.02-2
0006,STRAIGHT MULTI-UNIT,42.302.006.03-2,42,302,006,03,2,3,3                    42.302.006.03-2
0006,STRAIGHT MULTI-UNIT,42.302.006.04-2,42,302,006,04,2,4,4                    42.302.006.04-2
0006,STRAIGHT MULTI-UNIT,48.312.006.02-2,48,312,006,02,2,"2.5|3,9","2.5/3,9                 48.312.006.02-2"
0006,STRAIGHT MULTI-UNIT,48.312.006.03-2,48,312,006,03,2,"3,5|4,9","3,5/4,9                 48.312.006.03-2"
0006,STRAIGHT MULTI-UNIT,48.312.006.04-2,48,312,006,04,2,"4,5|5,9","4,5/5,9                 48.312.006.04-2"
0007,STANDARD DYNAMIC TIBASE,31.323.007.01-2,31,323,007,01,2,"38º|17º|1,5","1,5                       38º                             17º                       31.323.007.01-2                              31.313.007.01-2"
0007,STANDARD DYNAMIC TIBASE,31.313.007.01-2,31,313,007,01,2,"38º|17º|1,5","1,5                       38º                             17º                       31.323.007.01-2                              31.313.007.01-2"
0007,STANDARD DYNAMIC TIBASE,31.323.007.02-2,31,323,007,02,2,25º|12º|2,2                         25º                            12º                      31.323.007.02-2                               31.313.007.02-2
0007,STANDARD DYNAMIC TIBASE,31.313.007.02-2,31,313,007,02,2,25º|12º|2,2                         25º                            12º                      31.323.007.02-2                               31.313.007.02-2
0007,STANDARD DYNAMIC TIBASE,31.323.007.03-2,31,323,007,03,2,25º|3,3                         25º                              -                      31.323.007.03-2                               31.313.007.03-2
0007,STANDARD DYNAMIC TIBASE,31.313.007.03-2,31,313,007,03,2,25º|3,3                         25º                              -                      31.323.007.03-2                               31.313.007.03-2
0007,STANDARD DYNAMIC TIBASE,31.323.007.21-2,31,323,007,21,2,25º|20º|10º|1.5,1.5                        25º                           20º                            10º                    31.323.007.21-2                                31.313.007.21-2
0007,STANDARD DYNAMIC TIBASE,31.313.007.21-2,31,313,007,21,2,25º|20º|10º|1.5,1.5                        25º                           20º                            10º                    31.323.007.21-2                                31.313.007.21-2
0007,SCREWDRIVER,52.408.101.01-2,52,408,101,01,2,8,8                    52.408.101.01-2
0007,SCREWDRIVER,50.313.007.01-2,50,313,007,01,2,,50.313.007.01-2                               43.621.410.01-2
0007,SCREWDRIVER,43.621.410.01-2,43,621,410,01,2,,50.313.007.01-2                               43.621.410.01-2
0007,SCREWDRIVER,52.410.101.01-2,52,410,101,01,2,10,10                     52.410.101.01-2
0007,SCREWDRIVER,50.313.007.03-2,50,313,007,03,2,,50.313.007.03-2                               43.624.410.01-2
0007,SCREWDRIVER,43.624.410.01-2,43,624,410,01,2,,50.313.007.03-2                               43.624.410.01-2
0007,SCREWDRIVER,52.412.101.01-2,52,412,101,01,2,12,12                     52.412.101.01-2                                           (IG=3mm)
0007,SCANBODY                                       SCANALOG,30.413.002.01-2,30,413,002,01,2,,30.413.002.01-2                              23.413.007.01-2
0007,SCANBODY                                       SCANALOG,23.413.007.01-2,23,413,007,01,2,,30.413.002.01-2                              23.413.007.01-2
0007,SCANBODY                                       SCANALOG,33.350.775.01-2,33,350,775,01,2,3,3                                                 33.350.775.01-2                                             22.613.007.01-2                                 34.613.007.01-2
0007,SCANBODY                                       SCANALOG,22.613.007.01-2,22,613,007,01,2,3,3                                                 33.350.775.01-2                                             22.613.007.01-2                                 34.613.007.01-2
0007,SCANBODY                                       SCANALOG,34.613.007.01-2,34,613,007,01,2,3,3                                                 33.350.775.01-2                                             22.613.007.01-2                                 34.613.007.01-2
0007,SCANBODY                                       SCANALOG,33.450.775.01-2,33,450,775,01,2,25º|4,4                       25º                       33.450.775.01-2
0007,SCANBODY                                       SCANALOG,33.650.775.01-2,33,650,775,01,2,6,6                                                 33.650.775.01-2
0007,SCANBODY OP,49.414.000.01-2,49,414,000,01,2,A|6,49.414.000.01-2                                        6                         A
0007,SCANBODY OP,49.415.000.01-2,49,415,000,01,2,A|9,49.415.000.01-2                                        9                         A
0007,SCANBODY OP,49.416.000.01-2,49,416,000,01,2,A|13,49.416.000.01-2                                        13                         A
0007,SCANBODY OP,49.414.000.02-2,49,414,000,02,2,B|6,49.414.000.02-2                                         6                         B
0007,SCANBODY OP,49.415.000.02-2,49,415,000,02,2,B|9,49.415.000.02-2                                         9                         B
0007,SCANBODY OP,49.416.000.02-2,49,416,000,02,2,B|13,49.416.000.02-2                                        13                         B
0007,SCANBODY OP,54.315.007.21-2,54,315,007,21,2,,54.315.007.21-2                                                                                                                                     43.625.105.01-2
