name,description,category,price,stock_quantity,reference,reference_num,ean13,price_match_type,price_reference,retail_name,compatibility_code,ref_segment_1,ref_segment_2,ref_segment_3,ref_segment_4,ref_check_digit,options,generated_description,system_categories,active_system_categories,primary_system_category,is_active_from_categories
Digital analog. Comp.0025,,,,0,34.613.025.01-2,34613025012,843656873425,none,,,025,34,613,025,01,2,"45º|30º|0,3;30º|25º|10º|0,3;3","Referenčný kód: 34.613.025.01-2 | Systém: ACE | Parametre: 45º|30º|0,3;30º|25º|10º|0,3;3",AB;ACE;ADIN;AVINENT;BIOHORIZONS;BIOMET 3L;BIONER;CORTEX;EASY IMPLANT;EOROTEKNIKA;GALIMPLANT;GMI (ILERPLANT);HAHN IMPLANT (GLIDEWELL);IMPLANTSWISS;JDENTALCARE;MEDINTAKA;MEGAGEN;NEOBITOTECH;NEODENT;OSSTEM IMPLANT;SEWON MEDIX;SIN IMPLANTS;TREE-OSS;WIN,ACE;BIOHORIZONS;CORTEX;IMPLANTSWISS;JDENTALCARE;MEGAGEN;NEODENT;OSSTEM IMPLANT,ACE,1
Digital analog. Comp.0026,,,,0,34.612.026.01-2,34612026012,843567350299,none,,,026,34,612,026,01,2,"45º|29º|0,5;25º|22º|1,2;25º|20º|10º|0,5;3","Referenčný kód: 34.612.026.01-2 | Systém: ACE | Parametre: 45º|29º|0,5;25º|22º|1,2;25º|20º|10º|0,5;3",ACE;IMPLANT DIRECT;NOBEL BIOCARE;SOUTHERN IMPLANTS;TREE-OSS,ACE;IMPLANT DIRECT;NOBEL BIOCARE;SOUTHERN IMPLANTS,ACE,1
Digital analog. Comp.0027,,,,0,34.613.027.01-2,34613027012,843567350317,none,,,027,34,613,027,01,2,"35º|29º|0,3;25º|22º|1,2;25º|20º|10º|0,3;3","Referenčný kód: 34.613.027.01-2 | Systém: IMPLANT DIRECT | Parametre: 35º|29º|0,3;25º|22º|1,2;25º|20º|10º|0,3;3",ADIN;IMPLANT DIRECT;NOBEL BIOCARE;SOUTHERN IMPLANTS;TREE-OSS,IMPLANT DIRECT;NOBEL BIOCARE;SOUTHERN IMPLANTS,IMPLANT DIRECT,1
Digital analog. Comp.0028,,,,0,34.614.028.01-2,34614028012,843567350384,none,,,028,34,614,028,01,2,"35º|30º|0,3;3","Referenčný kód: 34.614.028.01-2 | Systém: ACE | Parametre: 35º|30º|0,3;3",ACE;IMPLANT DIRECT;NOBEL BIOCARE;SOUTHERN IMPLANTS;TREE-OSS,ACE;IMPLANT DIRECT;NOBEL BIOCARE;SOUTHERN IMPLANTS,ACE,1
Digital analog. Comp.0029,,,,0,34.613.029.01-2,34613029012,843567350282,none,,,029,34,613,029,01,2,"30º|23º|1,2;25º|15º|2;20º|25º|3;15º|25º|4;25º|20º|1,2;25º|20º|15º|2;12;3;1;2;4;2,5|3,9","Referenčný kód: 34.613.029.01-2 | Systém: BIOCONCEPT | Parametre: 30º|23º|1,2;25º|15º|2;20º|25º|3;15º|25º|4;25º|20º|1,2;25º|20º|15º|2;12;3;1;2;4;2,5|3,9",BIOCONCEPT;BTK;NEOBIOTECH;OSSTEM IMPLANT;PALTOP;SEWON MEDIX,BIOCONCEPT;BTK;NEOBIOTECH;OSSTEM IMPLANT,BIOCONCEPT,1
Digital analog. Comp.0030,,,,0,34.613.030.01-2,34613030012,843656873892,none,,,030,34,613,030,01,2,"42º|25º|1,1;25º|15º|2;20º|30º|3;15º|30º|4;25º|20º|10º|1,1;25º|20º|15º|2;25º|20º|10º|3;1;2;3;4;5","Referenčný kód: 34.613.030.01-2 | Systém: BIOCONCEPT | Parametre: 42º|25º|1,1;25º|15º|2;20º|30º|3;15º|30º|4;25º|20º|10º|1,1;25º|20º|15º|2;25º|20º|10º|3;1;2;3;4;5",BIOCONCEPT;BIOTEM;COLLELMEDI;DENTEM;DENTIS;DENTIUM;DIO IMPLANTS;EASY IMPLANT;F&B IMPLANT (FIT & BRILLIANT);IBS;IDO IMPLANTS;IMPLANTSWISS;MEGADENT;NEOBIOTECH;OSSTEM IMPLANT;POINT IMPLANT;SEWON MEDIX;YES IMPLANT,BIOCONCEPT;DENTIS;DENTIUM;DIO IMPLANTS;IDO IMPLANTS;IMPLANTSWISS;NEOBIOTECH;OSSTEM IMPLANT,BIOCONCEPT,1
Digital analog. Comp.0033,,,,0,34.612.033.01-2,34612033012,843567350228,none,,,033,34,612,033,01,2,"38º|18º|1,3;20º|14º|2;15º|25º|3;15º|25º|4;25º|20º|1,3;25º|20º|15º|3;3;1;2;4;2,5|3,9;3,5|4,9","Referenčný kód: 34.612.033.01-2 | Systém: BIOCONCEPT | Parametre: 38º|18º|1,3;20º|14º|2;15º|25º|3;15º|25º|4;25º|20º|1,3;25º|20º|15º|3;3;1;2;4;2,5|3,9;3,5|4,9",BIOCONCEPT;IHDE DENTAL (IMBIODENT);STRAUMANN,BIOCONCEPT;IHDE DENTAL (IMBIODENT);STRAUMANN,BIOCONCEPT,1
Digital analog. Comp.0035,,,,0,34.613.035.01-2,34613035012,843567350246,none,,,035,34,613,035,01,2,"39º|18º|1,1;20º|14º|2;15º|30º|3;15º|30º|4;25º|20º|10º|1,1;20º|15º|10º|3;12;3;1;2;4;2,5|3,9","Referenčný kód: 34.613.035.01-2 | Systém: BIOCONCEPT | Parametre: 39º|18º|1,1;20º|14º|2;15º|30º|3;15º|30º|4;25º|20º|10º|1,1;20º|15º|10º|3;12;3;1;2;4;2,5|3,9",BIOCONCEPT;IHDE DENTAL (IMBIODENT);STRAUMANN,BIOCONCEPT;IHDE DENTAL (IMBIODENT);STRAUMANN,BIOCONCEPT,1
Digital analog. Comp.0037,,,,0,34.613.037.01-2,34613037012,843567350264,none,,,037,34,613,037,01,2,"45º|25º|0,6;30º|25º|15º|0,6;3;1","Referenčný kód: 34.613.037.01-2 | Systém: ACE | Parametre: 45º|25º|0,6;30º|25º|15º|0,6;3;1",ACE;ANTHOGYR;BIOCONCEPT;BIOGENESIS;DENTIUM;EUTOTEKNIKA;GT MEDICAL;IMPLANT DIRECT;MEGAGEN;PROCLINIC;SOUTHERN IMPLANTS;STRAUMANN;TRINON;ZIACOM,ACE;ANTHOGYR;BIOCONCEPT;BIOGENESIS;DENTIUM;GT MEDICAL;IMPLANT DIRECT;MEGAGEN;SOUTHERN IMPLANTS;STRAUMANN,ACE,1
Digital analog. Comp.0038,,,,0,34.612.038.01-2,34612038012,843567350055,none,,,038,34,612,038,01,2,"45º|29º|0,7;30º|25º|10º|0,7;3;70º|45º|2|3,81|2,35|2,42|1,39|1,70","Referenčný kód: 34.612.038.01-2 | Systém: XIVE | Parametre: 45º|29º|0,7;30º|25º|10º|0,7;3;70º|45º|2|3,81|2,35|2,42|1,39|1,70",XIVE,XIVE,XIVE,1
Digital analog. Comp.0039,,,,0,34.613.039.01-2,34613039012,843567350068,none,,,039,34,613,039,01,2,"24;45º|29º|0,7;25º|2;30º|25º|10º|0,7;3;1;45º|1,4|15|3,9|1,8|2,1|2,4|1,70;60º|45º|2|3,9|1,9|2,41|2,5|1,4","Referenčný kód: 34.613.039.01-2 | Systém: XIVE | Parametre: 24;45º|29º|0,7;25º|2;30º|25º|10º|0,7;3;1;45º|1,4|15|3,9|1,8|2,1|2,4|1,70;60º|45º|2|3,9|1,9|2,41|2,5|1,4",SIN IMPLANTS;XIVE,XIVE,XIVE,1
Digital analog. Comp.0040,,,,0,34.612.040.01-2,34612040012,843656873859,none,,,040,34,612,040,01,2,"45º|30º|0,6;25º|1,5;30º|3;15º|30º|4;10º|23º|5;30º|25º|20º|0,6;30º|25º|20º|1;25º|20º|15º|2;25º|20º|15º|3;3;1;2","Referenčný kód: 34.612.040.01-2 | Systém: ALFA-GATE | Parametre: 45º|30º|0,6;25º|1,5;30º|3;15º|30º|4;10º|23º|5;30º|25º|20º|0,6;30º|25º|20º|1;25º|20º|15º|2;25º|20º|15º|3;3;1;2",AB;ADIN;ALFA-GATE;ALPHABIO;ARDS;BIOHORIZONS;BIONER;BIOTEC;BTK;B&W;CORTEX;DITRON;DMI DENTAL SUPPLY;HI-TEC;IMPLANT DIRECT;IMPLANT GENESIS;INTRA-LOCK;JDENTALCARE;LEADER;MIS;NORIS MEDICAL;OSTEOPLUS;PROCLINIC;REFLECT;SOUTHERN IMPLANTS;TREE-OSS;TRI DENTAL IMPLANTS;VULKAN IMPLANTS;ZIACOM;ZIMMER;AVINENT;ECKERMANN;GMI (ILERIMPLANT);MICRODENT;NORMON;NOVA IMPLANTS;PALTOP;RADHEX;RITTER;WIN,ALFA-GATE;ALPHABIO;BIOHORIZONS;BIOTEC;BTK;CORTEX;IMPLANT DIRECT;JDENTALCARE;MIS;NORIS MEDICAL;SOUTHERN IMPLANTS;TRI DENTAL IMPLANTS;ZIMMER;MICRODENT,ALFA-GATE,1
Digital analog. Comp.0041,,,,0,34.613.041.01-2,34613041012,843567350385,none,,,041,34,613,041,01,2,"45º|30º|0,4;30º|25º|1,5;30º|20º|10º|0,4;30º|25º|15º|1,5;12;3;1;24;55º|45º|72|4,1|1,9|2,3|2,47|1,63","Referenčný kód: 34.613.041.01-2 | Systém: ACE | Parametre: 45º|30º|0,4;30º|25º|1,5;30º|20º|10º|0,4;30º|25º|15º|1,5;12;3;1;24;55º|45º|72|4,1|1,9|2,3|2,47|1,63",ACE;BIOHORIZONS;BIONER;DENTAL TECH;HI-TEC;IMPLANT DIRECT;INTRA-LOCK;MISS;PALTOP;REFLECT;ZIACOM;ECKERMANN;GMI (ILESIMPLANT);RADHEX,ACE;BIOHORIZONS;IMPLANT DIRECT,ACE,1
Digital analog. Comp.0044,,,,0,34.612.044.01-2,34612044012,843567350367,none,,,044,34,612,044,01,2,"24;42º|23º|1;25º|2;25º|20º|10º|1;3;60º|45º|1,4|15|4,4|2,15|2,73|3;1,8|25|4,4|2,75|3|1,4|2,3|1,70;45º|2|25|4,4|2,45|2,95|3,1|1,3","Referenčný kód: 34.612.044.01-2 | Systém: KEYSTONE | Parametre: 24;42º|23º|1;25º|2;25º|20º|10º|1;3;60º|45º|1,4|15|4,4|2,15|2,73|3;1,8|25|4,4|2,75|3|1,4|2,3|1,70;45º|2|25|4,4|2,45|2,95|3,1|1,3",KEYSTONE,KEYSTONE,KEYSTONE,1
Digital analog. Comp.0045,,,,0,34.613.045.01-2,34613045012,843567350371,none,,,045,34,613,045,01,2,"24;43º|22º|1;25º|2;25º|20º|10º|1;3;70º|45º|1,8|25|4,5|2,3|2,81|2,9","Referenčný kód: 34.613.045.01-2 | Systém: KEYSTONE | Parametre: 24;43º|22º|1;25º|2;25º|20º|10º|1;3;70º|45º|1,8|25|4,5|2,3|2,81|2,9",KEYSTONE,KEYSTONE,KEYSTONE,1
Digital analog. Comp.0046,,,,0,34.614.046.01-2,34614046012,843567350383,none,,,046,34,614,046,01,2,"42º|21º|1;30º|20º|10º|1;10;3;24;35º|45º|1,4|15|4,6|2,5|3,17|1,43","Referenčný kód: 34.614.046.01-2 | Systém: KEYSTONE | Parametre: 42º|21º|1;30º|20º|10º|1;10;3;24;35º|45º|1,4|15|4,6|2,5|3,17|1,43",KEYSTONE,KEYSTONE,KEYSTONE,1
"Digital analog. Comp.0047, 0048",,,,0,34.612.047.01-2,34612047012,843567350047,none,,,047,34,612,047,01,2,"45º|30º|0,6;30º|25º|20º|0,6;10;3;24;2|25|4,7|3|3,3|1,4|2,3|1,70","Referenčný kód: 34.612.047.01-2 | Systém: NEOSS | Parametre: 45º|30º|0,6;30º|25º|20º|0,6;10;3;24;2|25|4,7|3|3,3|1,4|2,3|1,70",NEOSS,NEOSS,NEOSS,1
Digital analog. Comp.0049,,,,0,34.611.049.01-2,34611049012,843567350386,none,,,049,34,611,049,01,2,"45º|30º|0,6;3","Referenčný kód: 34.611.049.01-2 | Systém: BEGO | Parametre: 45º|30º|0,6;3",BEGO,BEGO,BEGO,1
Digital analog. Comp.0050,,,,0,34.612.050.01-2,34612050012,843567350400,none,,,050,34,612,050,01,2,"24;3;1;2;31º|2|5|2,8|3,35|3,6|1,4|2,3;45º|2|5|3|3,5|1,5|1,70","Referenčný kód: 34.612.050.01-2 | Systém: BEGO | Parametre: 24;3;1;2;31º|2|5|2,8|3,35|3,6|1,4|2,3;45º|2|5|3|3,5|1,5|1,70",BEGO,BEGO,BEGO,1
Digital analog. Comp.0051,,,,0,34.613.051.01-2,34613051012,843567350402,none,,,051,34,613,051,01,2,"24;45º|27º|0,5;25º|2;25º|20º|15º|2;45º|25º|0,5;12;3;60º|45º|1,8|25|5,1|2,7|3,55|3,7;2|25|5,1|3,1|3,6|1,5|2,3|1,70;45º|1,8|25|5,1|2,7|3,38|3,65|1,45","Referenčný kód: 34.613.051.01-2 | Systém: BEGO | Parametre: 24;45º|27º|0,5;25º|2;25º|20º|15º|2;45º|25º|0,5;12;3;60º|45º|1,8|25|5,1|2,7|3,55|3,7;2|25|5,1|3,1|3,6|1,5|2,3|1,70;45º|1,8|25|5,1|2,7|3,38|3,65|1,45",BEGO,BEGO,BEGO,1
Digital analog. Comp.0052,,,,0,34.614.052.01-2,34614052012,843567350410,none,,,052,34,614,052,01,2,"45º|27º|0,3;3;24;2|25|5,2|3|3,7|1,5|2,6|30","Referenčný kód: 34.614.052.01-2 | Systém: BEGO | Parametre: 45º|27º|0,3;3;24;2|25|5,2|3|3,7|1,5|2,6|30",BEGO,BEGO,BEGO,1
Digital analog. Comp.0054,,,,0,34.614.054.01-2,34614054012,843567350418,none,,,054,34,614,054,01,2,"45º|25º|0,6;3;2,5|25|5,4|4,6|4,1|1,3|2,865|1,70","Referenčný kód: 34.614.054.01-2 | Systém: KLOCKNER | Parametre: 45º|25º|0,6;3;2,5|25|5,4|4,6|4,1|1,3|2,865|1,70",KLOCKNER,KLOCKNER,KLOCKNER,1
Digital analog. Comp.0057,,,,0,34.614.057.01-2,34614057012,843567350161,none,,,057,34,614,057,01,2,"45º|27º|0,5;10;3|34.614|057.01|2","Referenčný kód: 34.614.057.01-2 | Systém: BIOMET 3L | Parametre: 45º|27º|0,5;10;3|34.614|057.01|2",BIOMET 3L,,BIOMET 3L,0
Digital analog. Comp.0058,,,,0,34.614.058.01-2,34614058012,843567350373,none,,,058,34,614,058,01,2,"45º|30º|0,5;3|34.614|058.01|2","Referenčný kód: 34.614.058.01-2 | Systém: ACE | Parametre: 45º|30º|0,5;3|34.614|058.01|2",ACE;ANTHOGYR;B&W;BIOGENESIS;BIOMET 3L;BIONER;EASY IMPLANT;LEADER;MEGAGEN;MICRODENT;MISS;MPI;OSSTEM IMPLANT;PROCLINIC;SIN IMPLANTS;SOUTHERN IMPLANTS;TBR,ACE;ANTHOGYR;BIOGENESIS;MEGAGEN;MICRODENT;OSSTEM IMPLANT;SOUTHERN IMPLANTS,ACE,1
Digital analog. Comp.0060,,,,0,34.614.060.01-2,34614060012,843567350179,none,,,060,34,614,060,01,2,"24;45º|30º|0,5;10;3|34.614|060.01|2;2|25|6|2,7|4,5|1,5|2,3|1,70","Referenčný kód: 34.614.060.01-2 | Systém: BTI | Parametre: 24;45º|30º|0,5;10;3|34.614|060.01|2;2|25|6|2,7|4,5|1,5|2,3|1,70",BTI;PHIBO,BTI;PHIBO,BTI,1
Digital analog. Comp.0061,,,,0,34.614.061.01-2,34614061012,843567350210,none,,,061,34,614,061,01,2,"45º|30º|0,6;10;3|34.614|061.01|2","Referenčný kód: 34.614.061.01-2 | Systém: DENTIS | Parametre: 45º|30º|0,6;10;3|34.614|061.01|2",AVINENT;COLLELMEDI;DENTIS;DIO IMPLANTS;GMI (ILERIMPLANT);GT MEDICAL;KEYSTONE;KLOCKNER;MOZO-GRAU (TICARE);NOBEL BIOCARE;OSSTEM IMPLANT;TREE-OSS,DENTIS;DIO IMPLANTS;GT MEDICAL;KEYSTONE;KLOCKNER;NOBEL BIOCARE;OSSTEM IMPLANT,DENTIS,1
Digital analog. Comp.0074,,,,0,34.613.074.01-2,34613074012,843567350335,none,,,074,34,613,074,01,2,"24;45º|30º|0,6;10;3|34.613|074.01|2;25º|45º|1,4|15|7,4|3,55|5|5,99;50º|45º|1,8|25|7,4|3,8|5,8|6,04;2|25|7,4|3,3|6|1,4|2,3|1,70","Referenčný kód: 34.613.074.01-2 | Systém: ANTHOGYR | Parametre: 24;45º|30º|0,6;10;3|34.613|074.01|2;25º|45º|1,4|15|7,4|3,55|5|5,99;50º|45º|1,8|25|7,4|3,8|5,8|6,04;2|25|7,4|3,3|6|1,4|2,3|1,70",ANTHOGYR;DENTIUM;DIO IMPLANTS;EUROTEKNIKA;GT MEDICAL;IMPLANT DIRECT;MEGAGEN;PROCLINIC;STRAUMANN;TRINON;ZIACOM,ANTHOGYR;DENTIUM;DIO IMPLANTS;EUROTEKNIKA;GT MEDICAL;IMPLANT DIRECT;MEGAGEN;STRAUMANN,ANTHOGYR,1
Digital analog. Comp.0075,,,,0,34.612.075.01-2,34612075012,843567350041,none,,,075,34,612,075,01,2,"24;42º|24º|1;20º|15º|2;20º|3;15º|4;30º|20º|15º|1;3;2;4;1,8|25|7,5|3,3|6,1|1,4|2,3|1,70;35º|2|25|7,5|2,75|5,9|6,19|1,31","Referenčný kód: 34.612.075.01-2 | Systém: ANKLYOS | Parametre: 24;42º|24º|1;20º|15º|2;20º|3;15º|4;30º|20º|15º|1;3;2;4;1,8|25|7,5|3,3|6,1|1,4|2,3|1,70;35º|2|25|7,5|2,75|5,9|6,19|1,31",ANKLYOS,,ANKLYOS,0
Digital analog. Comp.0080,,,,0,34.614.080.01-2,34614080012,843567350196,none,,,080,34,614,080,01,2,"45º|30º|0,4;3;24;15º|45º|1,4|15|8|2,1|4,96|6,8;60º|45º|1,6|20|8|3|6,3|6,51;45º|1,8|25|8|4|6,5|1,5|2,3","Referenčný kód: 34.614.080.01-2 | Systém: BIOHORIZONS | Parametre: 45º|30º|0,4;3;24;15º|45º|1,4|15|8|2,1|4,96|6,8;60º|45º|1,6|20|8|3|6,3|6,51;45º|1,8|25|8|4|6,5|1,5|2,3",BIOHORIZONS;ZIACON;ZIMMER,BIOHORIZONS;ZIMMER,BIOHORIZONS,1
Digital analog. Comp.0081,,,,0,34.615.081.01-2,34615081012,843567350333,none,,,081,34,615,081,01,2,"24;41º|18º|0,4;45º|1,6|20|8,1|3|6,35|6,73|1,37;65º|45º|2|8,1|4,6|5,53|5,8|2,3","Referenčný kód: 34.615.081.01-2 | Systém: BEGO | Parametre: 24;41º|18º|0,4;45º|1,6|20|8,1|3|6,35|6,73|1,37;65º|45º|2|8,1|4,6|5,53|5,8|2,3",BEGO,BEGO,BEGO,1
Digital analog. Comp.0082,,,,0,34.612.082.01-2,34612082012,843567350412,none,,,082,34,612,082,01,2,"45º|25º|1,2;3;1;2;4;2|25|8,2|4,7|6,7|1,5|2,4|1,70","Referenčný kód: 34.612.082.01-2 | Systém: KLOCKNER | Parametre: 45º|25º|1,2;3;1;2;4;2|25|8,2|4,7|6,7|1,5|2,4|1,70",KLOCKNER,KLOCKNER,KLOCKNER,1
Digital analog. Comp.0083,,,,0,34.613.083.01-2,34613083012,843567350414,none,,,083,34,613,083,01,2,"45º|25º|1,2;3;1;2;4;24;60º|45º|1,8|25|8,3|4,25|6,79|6,95","Referenčný kód: 34.613.083.01-2 | Systém: KLOCKNER | Parametre: 45º|25º|1,2;3;1;2;4;24;60º|45º|1,8|25|8,3|4,25|6,79|6,95",KLOCKNER,KLOCKNER,KLOCKNER,1
Digital analog. Comp.0085,,,,0,34.614.085.01-2,34614085012,843567350086,none,,,085,34,614,085,01,2,"45º|30º|0,3;30º|25º|20º|0,3;3","Referenčný kód: 34.614.085.01-2 | Systém: XIVE | Parametre: 45º|30º|0,3;30º|25º|20º|0,3;3",XIVE,XIVE,XIVE,1
Digital analog. Comp.0090,,,,0,34.611.090.01-2,34611090012,843567350094,none,,,090,34,611,090,01,2,"24;45º|24º|1;25º|2;20º|3;30º|25º|15º|1;10;3;2|25|9|4|7,5|1,5|2,3|1,70","Referenčný kód: 34.611.090.01-2 | Systém: ASTRA | Parametre: 24;45º|24º|1;25º|2;20º|3;30º|25º|15º|1;10;3;2|25|9|4|7,5|1,5|2,3|1,70",ASTRA,ASTRA,ASTRA,1
Digital analog. Comp.0091,,,,0,34.614.091.01-2,34614091012,843567350416,none,,,091,34,614,091,01,2,"20º|3;38º|18º|1,2;25º|2;20º|25º|3;15º|25º|4;30º|25º|15º|1,2;3;1;2;4","Referenčný kód: 34.614.091.01-2 | Systém: ASTRA | Parametre: 20º|3;38º|18º|1,2;25º|2;20º|25º|3;15º|25º|4;30º|25º|15º|1,2;3;1;2;4",ASTRA,ASTRA,ASTRA,1
Digital analog. Comp.0092,,,,0,34.615.092.01-2,34615092012,843567350118,none,,,092,34,615,092,01,2,45º|25º|1;25º|2;20º|3;30º|25º|15º|1;3,Referenčný kód: 34.615.092.01-2 | Systém: ASTRA | Parametre: 45º|25º|1;25º|2;20º|3;30º|25º|15º|1;3,ASTRA,ASTRA,ASTRA,1
Digital analog. Comp.0096,,,,0,34.614.096.01-2,34614096012,843567350175,none,,,096,34,614,096,01,2,"45º|30º|0,6;3","Referenčný kód: 34.614.096.01-2 | Systém: ACE | Parametre: 45º|30º|0,6;3",ACE;ANTHOGYR;DENTIUM;EUROTEKNIKA;IMPLANT DIRECT;PROCLINIC;SOUTHERN IMPLANTS;STRAUMANN,ACE;ANTHOGYR;DENTIUM;EUROTEKNIKA;IMPLANT DIRECT;SOUTHERN IMPLANTS;STRAUMANN,ACE,1
Digital analog. Comp.0101,,,,0,34.613.101.01-2,34613101012,843567350307,none,,,101,34,613,101,01,2,"8;10;12;45º|30º|0,5;9;3","Referenčný kód: 34.613.101.01-2 | Systém: STRAUMANN | Parametre: 8;10;12;45º|30º|0,5;9;3",STRAUMANN,STRAUMANN,STRAUMANN,1
Digital analog. Comp.0102,,,,0,34.612.102.01-2,34612102012,843567350151,none,,,102,34,612,102,01,2,"10;12;38º|18º|1,8;30º|25º|20º|1;25º|15º|10º|1,8;20º|15º|3;3;1;2;4;2,5|3,9","Referenčný kód: 34.612.102.01-2 | Systém: BIOHORIZONS | Parametre: 10;12;38º|18º|1,8;30º|25º|20º|1;25º|15º|10º|1,8;20º|15º|3;3;1;2;4;2,5|3,9",BIOHORIZONS,BIOHORIZONS,BIOHORIZONS,1
Digital analog. Comp.0109,,,,0,34.612.109.01-2,34612109012,843567350100,none,,,109,34,612,109,01,2,"10;12;45º|29º|1,2;3","Referenčný kód: 34.612.109.01-2 | Systém: ASTRA | Parametre: 10;12;45º|29º|1,2;3",ASTRA;CORTEX;MOZO-GRAU (TICARE);SOUTHERN IMPLANTS,ASTRA;CORTEX;SOUTHERN IMPLANTS,ASTRA,1
"Digital analog. Comp.0110, 0111",,,,0,34.610.110.01-2,34610110012,843567350065,none,,,110,34,610,110,01,2,"8;10;12;45º|30º|0,4;3","Referenčný kód: 34.610.110.01-2 | Parametre: 8;10;12;45º|30º|0,4;3",,,,0
Digital analog. Comp.0119,,,,0,34.611.119.01-2,34611119012,843656873963,none,,,119,34,611,119,01,2,"10;12;35º|1;30º|2;3;1;2;4;3,5|3,9","Referenčný kód: 34.611.119.01-2 | Systém: BIOHORIZONS | Parametre: 10;12;35º|1;30º|2;3;1;2;4;3,5|3,9",BIOHORIZONS;CAMLOG,BIOHORIZONS;CAMLOG,BIOHORIZONS,1
Digital analog. Comp.0120,,,,0,34.612.120.01-2,34612120012,843567350387,none,,,120,34,612,120,01,2,"3;2,5|3,9;3,5|4,9","Referenčný kód: 34.612.120.01-2 | Systém: BIOHORIZONS | Parametre: 3;2,5|3,9;3,5|4,9",BIOHORIZONS;CAMLOG,BIOHORIZONS;CAMLOG,BIOHORIZONS,1
Digital analog. Comp.0121,,,,0,34.613.121.01-2,34613121012,843567350399,none,,,121,34,613,121,01,2,45º|25º|1;25º|20º|15º|2;25º|20º|10º|3;1;2;3;4;12,Referenčný kód: 34.613.121.01-2 | Systém: CAMLOG | Parametre: 45º|25º|1;25º|20º|15º|2;25º|20º|10º|3;1;2;3;4;12,CAMLOG,CAMLOG,CAMLOG,1
Digital analog. Comp.0124,,,,0,34.614.124.01-2,34614124012,843567350315,none,,,124,34,614,124,01,2,"24;10;12;42º|19º|1,4;3;15º|45º|1,6|20|12,4|2,2|5,55|7,05","Referenčný kód: 34.614.124.01-2 | Systém: NOBEL BIOCARE | Parametre: 24;10;12;42º|19º|1,4;3;15º|45º|1,6|20|12,4|2,2|5,55|7,05",HAHN IMPLANT (GLIDEWELL);NOBEL BIOCARE,NOBEL BIOCARE,NOBEL BIOCARE,1
Digital analog. Comp.0125,,,,0,34.613.125.01-2,34613125012,843567350381,none,,,125,34,613,125,01,2,"10;42º|20º|1,1;25º|15º|2;30º|25º|15º|1,1;20º|15º|10º|3;3;1;2;4;1,5|2,9;2,5|3,9;3,5|4,9","Referenčný kód: 34.613.125.01-2 | Systém: MEDENTIS | Parametre: 10;42º|20º|1,1;25º|15º|2;30º|25º|15º|1,1;20º|15º|10º|3;3;1;2;4;1,5|2,9;2,5|3,9;3,5|4,9",MEDENTIS,MEDENTIS,MEDENTIS,1
Digital analog. Comp.0129,,,,0,34.615.129.01-2,34615129012,843567350130,none,,,129,34,615,129,01,2,"24;10;35º|30º|0,3;3;2|25|12,9|4,7|6,7|6,2|2,4|1,70","Referenčný kód: 34.615.129.01-2 | Systém: NOBEL BIOCARE | Parametre: 24;10;35º|30º|0,3;3;2|25|12,9|4,7|6,7|6,2|2,4|1,70",NOBEL BIOCARE;SOUTHERN IMPLANTS,NOBEL BIOCARE;SOUTHERN IMPLANTS,NOBEL BIOCARE,1
Digital analog. Comp.0130,,,,0,34.612.130.01-2,34612130012,,none,,,130,34,612,130,01,2,"10;30º|29º|0,5","Referenčný kód: 34.612.130.01-2 | Systém: DENTAURUM | Parametre: 10;30º|29º|0,5",DENTAURUM,DENTAURUM,DENTAURUM,1
Digital analog. Comp.0131,,,,0,34.613.131.01-2,34613131012,,none,,,131,34,613,131,01,2,"45º|29º|0,5;30º|20º|15º|0,5;10","Referenčný kód: 34.613.131.01-2 | Systém: DENTAURUM | Parametre: 45º|29º|0,5;30º|20º|15º|0,5;10",DENTAURUM,DENTAURUM,DENTAURUM,1
Digital analog. Comp.0132,,,,0,34.614.132.01-2,34614132012,,none,,,132,34,614,132,01,2,"24;10;12;45º|28º|0,5;45º|1,6|20|13,2|2,9|7,63|8|5,2","Referenčný kód: 34.614.132.01-2 | Systém: DENTAURUM | Parametre: 24;10;12;45º|28º|0,5;45º|1,6|20|13,2|2,9|7,63|8|5,2",DENTAURUM,DENTAURUM,DENTAURUM,1
Digital analog. Comp.0136,,,,0,34.610.136.01-2,34610136012,843567350374,none,,,136,34,610,136,01,2,"45º|30º|0,7;25º|20º|1,5;20º|3;20º|4;15º|5;3|33.360|754|01|2;1;2;3;4;8","Referenčný kód: 34.610.136.01-2 | Systém: ALPHABIO | Parametre: 45º|30º|0,7;25º|20º|1,5;20º|3;20º|4;15º|5;3|33.360|754|01|2;1;2;3;4;8",ALPHABIO,ALPHABIO,ALPHABIO,1
Digital analog. Comp.0146,,,,0,34.613.146.01-2,34613146012,,none,,,146,34,613,146,01,2,,Referenčný kód: 34.613.146.01-2,,,,0
"Digital analog. Comp.0149, 0161, 0162.",,,,0,34.610.161.01-2,34610161012,843567350380,none,,,161,34,610,161,01,2,"3|33.320|704|01|2;1;2;3;3|4,4;45º|25º|1,5","Referenčný kód: 34.610.161.01-2 | Systém: ANTHOGYR | Parametre: 3|33.320|704|01|2;1;2;3;3|4,4;45º|25º|1,5",ANTHOGYR,ANTHOGYR,ANTHOGYR,1
